,index,pandas_function,num_np_calls,np_calls,np_calls_w_args
3097,6109,/tests/io/json/test_normalize.py_test_missing_nested_meta,2,"['nan', 'nan']",[]
3098,11190,/tests/window/test_rolling.py_test_rolling_descending_date_order_with_offset,2,"['nan', 'nan']",[]
3099,18361,/tests/extension/decimal/test_decimal.py_test_array_ufunc,2,"['exp', 'exp']","['exp(a)', 'exp(a._data))']"
3100,11191,/tests/window/test_rolling.py_test_rolling_var_floating_artifact_precision,2,"['nan', 'nan']",[]
3101,21910,/core/common.py_random_state,2,"['random.Generator', 'random.Generator']",[]
3102,10407,/tests/groupby/test_reductions.py_test_min_date_with_nans,2,"['nan', 'nan']",[]
3103,19702,/tests/copy_view/test_replace.py_test_replace_regex_inplace,2,"['shares_memory', 'shares_memory']","['shares_memory(arr, get_array(df, ""a""))', 'shares_memory(get_array(df2, ""a""), get_array(df, ""a""))']"
3104,21886,/core/construction.py__try_cast,2,"['ndarray', 'dtype']",[]
3105,21884,/core/construction.py__sanitize_str_dtypes,2,"['ndarray', 'dtype']",[]
3106,11838,/tests/indexes/test_index_new.py_test_constructor_overflow_int64,2,"['iinfo', 'uint64']","['iinfo(np.uint64).max - 1], dtype=""int64"")']"
3107,8663,/tests/series/indexing/test_setitem.py_test_setitem_nan_with_bool,2,"['nan', 'nan']",[]
3108,11948,/tests/indexes/categorical/test_map.py_test_map_with_categorical_series,2,"['nan', 'nan']",[]
3109,5983,/tests/io/json/test_pandas.py_test_series_roundtrip_empty,2,"['float64', 'float64']",[]
3110,21046,/tests/tslibs/test_conversion.py_test_tz_convert_readonly,2,"['array', 'int64']","['array([0], dtype=np.int64)']"
3111,12030,/tests/indexes/base_class/test_constructors.py_test_inference_on_pandas_objects,2,"['object_', 'object_']",[]
3112,17806,/tests/extension/test_interval.py_make_data,2,"['random.default_rng', 'random.default_rng']","['random.default_rng(2).uniform(size=N).cumsum()', 'random.default_rng(2).uniform(size=N)']"
3113,7090,/tests/io/excel/test_odf.py_test_read_newlines_between_xml_elements_table,2,"['nan', 'nan']",[]
3114,12015,/tests/indexes/categorical/test_indexing.py_test_contains_nan,2,"['nan', 'nan']",[]
3115,19942,/tests/reductions/test_reductions.py_test_mean_masked_overflow,2,"['array', 'mean']","['array([val] * n_elements)', 'mean(na)']"
3116,22117,/core/generic.py___array__,2,"['ndarray', 'asarray']","['asarray(values, dtype=dtype)']"
3117,21039,/tests/tslibs/test_np_datetime.py_test_astype_overflowsafe_disallow_rounding,2,"['array', 'dtype']","['array([-1500, 1500], dtype=""M8[ns]"")', 'dtype(""M8[us]"")']"
3118,12008,/tests/indexes/categorical/test_indexing.py_test_get_indexer_array,2,"['array', 'array']","['array([0, 1], dtype=""intp"")']"
3119,12006,/tests/indexes/categorical/test_indexing.py_test_get_indexer_non_unique,2,"['array', 'intp']","['array([0, 1, 2, -1], dtype=np.intp)']"
3120,11120,/tests/window/test_pairwise.py_test_rolling_corr_with_zero_variance,2,"['zeros', 'arange']","['zeros(20))', 'arange(20))']"
3121,19939,/tests/reductions/test_reductions.py_test_nansum_buglet,2,"['nan', 'nansum']",['nansum(ser)']
3122,12005,/tests/indexes/categorical/test_indexing.py_test_get_indexer_requires_unique,2,"['array', 'random.default_rng']","['array(ci))', 'random.default_rng(2).integers(0, len(ci), size=n)']"
3123,12004,/tests/indexes/categorical/test_indexing.py_test_get_indexer_base,2,"['arange', 'intp']","['arange(len(idx), dtype=np.intp)']"
3124,12003,/tests/indexes/categorical/test_indexing.py_test_get_loc_nan,2,"['nan', 'nan']",[]
3125,17820,/tests/extension/test_string.py_data,2,"['random.default_rng', 'random.default_rng']","['random.default_rng(2).choice(list(string.ascii_letters), size=100)', 'random.default_rng(2).choice(list(string.ascii_letters), size=100)']"
3126,8616,/tests/series/indexing/test_indexing.py_test_slice,2,"['array', 'array']","['array(numSliceEnd), np.array(string_series)[-10:])']"
3127,21045,/tests/tslibs/test_conversion.py_test_tz_convert_corner,2,"['array', 'int64']","['array([iNaT], dtype=np.int64)']"
3128,7091,/tests/io/excel/test_odf.py_test_read_unempty_cells,2,"['nan', 'nan']",[]
3129,21036,/tests/tslibs/test_np_datetime.py_test_pass_non_dt64_dtype,2,"['arange', 'dtype']","['arange(5, dtype=""i8"").view(""M8[D]"")', 'dtype(""m8[ns]"")']"
3130,21035,/tests/tslibs/test_np_datetime.py_test_pass_non_dt64_array,2,"['arange', 'dtype']","['arange(5)', 'dtype(""M8[ns]"")']"
3131,17782,/tests/extension/test_common.py_test_astype,2,"['array', 'array']","['array([1, 2, 3]))', 'array([1, 2, 3], dtype=object)']"
3132,12104,/tests/indexes/datetimelike_/test_equals.py_test_equals2,2,"['timedelta64', 'timedelta64']","['timedelta64(x) for x in oob], dtype=object)']"
3133,18872,/tests/plotting/test_datetimelike.py_test_secondary_both,2,"['random.default_rng', 'random.default_rng']","['random.default_rng(2).standard_normal(10))', 'random.default_rng(2).standard_normal(10))']"
3134,19950,/tests/reductions/test_reductions.py_test_all_any,2,"['arange', 'float64']","['arange(10, dtype=np.float64)']"
3135,12076,/tests/indexes/datetimelike_/test_nat.py_test_nat,2,"['array', 'array']","['array([False, False]))', 'array([False, True]))']"
3136,18394,/tests/dtypes/test_missing.py_test_array_equivalent_different_dtype_but_equal,2,"['array', 'array']","['array([1, 2]), np.array([1.0, 2.0]))']"
3137,11116,/tests/window/test_pairwise.py_test_rolling_cov,2,"['random.default_rng', 'cov']","['random.default_rng(2).standard_normal(len(A))', 'cov(A[-50:], B[-50:])[0, 1])']"
3138,12058,/tests/indexes/base_class/test_setops.py_test_tuple_union_bug,2,"['array', 'array']",[]
3139,17783,/tests/extension/test_common.py_test_astype_no_copy,2,"['array', 'int64']","['array([1, 2, 3], dtype=np.int64))']"
3140,18392,/tests/dtypes/test_missing.py_test_array_equivalent_array_mismatched_shape,2,"['array', 'array']","['array([1, 2, 3])', 'array([1, 2])']"
3141,17788,/tests/extension/test_masked.py_make_float_data,2,"['arange', 'arange']","['arange(0.1, 0.9, 0.1))', 'arange(1, 9.8, 0.1))']"
3142,17789,/tests/extension/test_masked.py_make_bool_data,2,"['nan', 'nan']",[]
3143,17792,/tests/extension/test_masked.py_data_for_twos,2,"['ones', 'ones']","['ones(100), dtype=dtype)', 'ones(100) * 2, dtype=dtype)']"
3144,11117,/tests/window/test_pairwise.py_test_rolling_corr,2,"['random.default_rng', 'corrcoef']","['random.default_rng(2).standard_normal(len(A))', 'corrcoef(A[-50:], B[-50:])[0, 1])']"
3145,21030,/tests/tslibs/test_tzconversion.py_test_tz_localize_to_utc_ambiguous_infer,2,"['array', 'int64']","['array([val, val - 1, val], dtype=np.int64)']"
3146,10433,/tests/groupby/test_reductions.py_test_ops_general,2,"['random.default_rng', 'random.default_rng']","['random.default_rng(2).standard_normal(1000))', 'random.default_rng(2).integers(0, 50, size=1000).astype(float)']"
3147,17798,/tests/extension/test_masked.py__cast_pointwise_result,2,"['nan', 'nan']",[]
3148,8619,/tests/series/indexing/test_indexing.py_test_preserve_refs,2,"['nan', 'isnan']",['isnan(datetime_series.iloc[10])']
3149,18804,/tests/dtypes/cast/test_dict_compat.py_test_dict_compat,2,"['datetime64', 'datetime64']","['datetime64(""1990-03-15""): 1, np.datetime64(""2015-03-15"")']"
3150,11155,/tests/window/test_rolling.py_test_rolling_axis_sum,2,"['ones', 'nan']","['ones((10, 20)))']"
3151,10428,/tests/groupby/test_reductions.py_test_intercept_builtin_sum,2,"['nan', 'sum']",[]
3152,22051,/core/missing.py__pad_2d,2,"['ndarray', 'bool_']",[]
3153,5946,/tests/io/json/test_pandas.py_datetime_series,2,"['arange', 'float64']","['arange(10, dtype=np.float64)']"
3154,22050,/core/missing.py__backfill_1d,2,"['ndarray', 'bool_']",[]
3155,22049,/core/missing.py__pad_1d,2,"['ndarray', 'bool_']",[]
3156,19665,/tests/copy_view/test_methods.py_test_items,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(ser, name), get_array(df, name))', 'shares_memory(get_array(ser, name), get_array(df, name))']"
3157,21075,/tests/tslibs/test_strptime.py_test_array_strptime_resolution_mixed,2,"['array', 'array']","['array([dt, ts], dtype=object)']"
3158,19666,/tests/copy_view/test_methods.py_test_putmask,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(view, ""a""), get_array(df, ""a""))', 'shares_memory(get_array(view, ""a""), get_array(df, ""a""))']"
3159,11147,/tests/window/test_rolling.py_test_closed_uneven,2,"['arange', 'nan']","['arange(10), index=date_range(""2000"", periods=10))']"
3160,22040,/core/missing.py__interpolate_1d,2,"['ndarray', 'ndarray']",[]
3161,5963,/tests/io/json/test_pandas.py_test_frame_from_json_missing_data,2,"['isnan', 'isnan']","['isnan(result.iloc[0, 2])', 'isnan(result.iloc[0, 2])']"
3162,11148,/tests/window/test_rolling.py_test_closed_min_max_minp,2,"['arange', 'nan']","['arange(10), index=date_range(""2000"", periods=10))']"
3163,19904,/tests/reductions/test_stat_reductions.py_test_max,2,"['float64', 'max']",[]
3164,19903,/tests/reductions/test_stat_reductions.py_test_min,2,"['float64', 'min']",[]
3165,22032,/core/missing.py_find_valid_index,2,"['bool_', 'ndarray']",[]
3166,19902,/tests/reductions/test_stat_reductions.py_test_prod,2,"['float64', 'prod']",[]
3167,11152,/tests/window/test_rolling.py_test_missing_minp_zero,2,"['nan', 'nan']",[]
3168,11952,/tests/indexes/categorical/test_astype.py_test_astype,2,"['array', 'nan']","['array(ci), dtype=object))']"
3169,17847,/tests/extension/test_numpy.py_data_for_sorting,2,"['array', 'array']","['array([(), (2,), (3,), (1,)], dtype=object)[1:])', 'array([1, 2, 0]))']"
3170,21073,/tests/tslibs/test_strptime.py_test_array_strptime_resolution_all_nat,2,"['array', 'nan']","['array([NaT, np.nan], dtype=object)']"
3171,11145,/tests/window/test_rolling.py_test_closed_one_entry_groupby,2,"['nan', 'nan']",[]
3172,8642,/tests/series/indexing/test_setitem.py_test_setitem_tuple_with_datetimetz_values,2,"['nan', 'nan']",[]
3173,5895,/tests/io/sas/test_xport.py_numeric_as_float,2,"['dtype', 'float64']","['dtype(""int64"")']"
3174,21049,/tests/tslibs/test_conversion.py_test_ensure_timedelta64ns_overflows,2,"['arange', 'dtype']","['arange(10).astype(""m8[Y]"")', 'dtype(""m8[ns]""))']"
3175,5905,/tests/io/sas/test_sas7bdat.py_data_test_ix,2,"['int64', 'float64']",[]
3176,5917,/tests/io/sas/test_sas7bdat.py_test_date_time,2,"['timedelta64', 'timedelta64']","['timedelta64(1, ""ms"")', 'timedelta64(1, ""ms"")']"
3177,8639,/tests/series/indexing/test_setitem.py_test_setitem_none_nan,2,"['nan', 'nan']",[]
3178,18809,/tests/dtypes/cast/test_infer_dtype.py_test_infer_dtype_from_complex,2,"['dtype', 'complex128']",['dtype(complex_dtype).type(1)']
3179,7935,/tests/io/pytables/test_select.py_test_frame_select,2,"['random.default_rng', 'random.default_rng']","['random.default_rng(2).standard_normal((10, 4))', 'random.default_rng(2).standard_normal((10, 4))']"
3180,11967,/tests/indexes/categorical/test_category.py_test_insert,2,"['nan', 'nan']",[]
3181,11143,/tests/window/test_rolling.py_test_closed_empty,2,"['arange', 'nan']","['arange(5), index=date_range(""2000"", periods=5, freq=""2D""))']"
3182,9011,/tests/series/methods/test_replace.py_test_replace_with_dictlike_and_string_dtype,2,"['nan', 'nan']",[]
3183,11963,/tests/indexes/categorical/test_reindex.py_test_reindex_empty_index,2,"['array', 'intp']","['array([-1, -1], dtype=np.intp))']"
3184,19914,/tests/reductions/test_reductions.py_test_nanargminmax,2,"['isnan', 'isnan']","['isnan(result)', 'isnan(result)']"
3185,10418,/tests/groupby/test_reductions.py_test_max_nan_bug,2,"['nan', 'nan']",[]
3186,22058,/core/missing.py_inner,2,"['where', 'where']","['where(windowed)[0] + limit)', 'where((~invalid[: limit + 1]).cumsum() == 0)']"
3187,17846,/tests/extension/test_numpy.py_cmp,2,"['isnan', 'isnan']",['isnan(a) and np.isnan(b)']
3188,8653,/tests/series/indexing/test_setitem.py_test_setitem_multiindex_slice,2,"['arange', 'int64']","['arange(10, dtype=np.int64), mi)']"
3189,21848,/core/nanops.py_get_median,2,"['nan', 'nanmedian']",['nanmedian(x[_mask])']
3190,19707,/tests/copy_view/test_replace.py_test_replace_list_categorical,2,"['shares_memory', 'shares_memory']","['shares_memory(arr.codes, get_array(df, ""a"").codes)', 'shares_memory(arr.codes, get_array(df2, ""a"").codes)']"
3191,22216,/core/generic.py_isna,2,"['nan', 'nan']",[]
3192,11387,/tests/window/test_win_type.py_get_window_bounds,2,"['array', 'array']","['array([0, 1]), np.array([1, 2])']"
3193,18850,/tests/plotting/test_datetimelike.py_test_irreg_hf_object,2,"['random.default_rng', 'fabs']","['random.default_rng(2).standard_normal((len(idx), 2))', 'fabs(diffs[1:] - sec) < 1e-8).all()']"
3194,8862,/tests/series/methods/test_clip.py_test_clip_types_and_nulls,2,"['nan', 'nan']",[]
3195,19761,/tests/copy_view/test_interp_fillna.py_test_interpolate_no_op,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(result, ""a""), get_array(df, ""a""))', 'shares_memory(get_array(result, ""a""), get_array(df, ""a""))']"
3196,8787,/tests/series/indexing/test_set_value.py_test_series_set_value,2,"['nan', 'nan']",[]
3197,11391,/tests/window/test_win_type.py_test_cmov_window_frame,2,"['array', 'array']",['array(xp))']
3198,8790,/tests/series/indexing/test_xs.py_test_xs_datetimelike_wrapping,2,"['datetime64', 'datetime64']",[]
3199,19762,/tests/copy_view/test_interp_fillna.py_test_interp_fill_functions,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(result, ""a""), get_array(df, ""a""))', 'shares_memory(get_array(result, ""a""), get_array(df, ""a""))']"
3200,19765,/tests/copy_view/test_interp_fillna.py_test_interpolate_inplace_with_refs,2,"['nan', 'shares_memory']","['shares_memory(arr, get_array(df, ""a""))']"
3201,19766,/tests/copy_view/test_interp_fillna.py_test_interp_fill_functions_inplace,2,"['nan', 'shares_memory']","['shares_memory(arr, get_array(df, ""a""))']"
3202,19810,/tests/copy_view/test_indexing.py_test_set_value_copy_only_necessary_column,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(df, ""b""), get_array(view, ""b""))', 'shares_memory(get_array(df, ""a""), get_array(view, ""a""))']"
3203,18851,/tests/plotting/test_datetimelike.py_test_irregular_datetime64_repr_bug,2,"['arange', 'float64']","['arange(10, dtype=np.float64), index=date_range(""2020-01-01"", periods=10)']"
3204,18115,/tests/extension/base/methods.py_test_where_series,2,"['array', 'array']","['array([True, True, False, False])', 'array([True, False, True, True])']"
3205,18235,/tests/extension/base/setitem.py_test_delitem_series,2,"['arange', 'delete']","['arange(len(ser))', 'delete(taker, 1)']"
3206,8844,/tests/series/accessors/test_dt_accessor.py_test_strftime_dt64_days,2,"['nan', 'object_']",[]
3207,6529,/tests/io/parser/test_textreader.py_test_embedded_newline,2,"['array', 'object_']","['array([""a"", ""hello\\nthere"", ""this""], dtype=np.object_)']"
3208,19806,/tests/copy_view/test_indexing.py_test_del_series,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(s), get_array(s2))', 'shares_memory(get_array(s), get_array(s2))']"
3209,6531,/tests/io/parser/test_textreader.py_test_integer_thousands,2,"['array', 'int64']","['array([123456, 12500], dtype=np.int64)']"
3210,8869,/tests/series/methods/test_rank.py_ser,2,"['nan', 'nan']",[]
3211,21336,/tests/tseries/offsets/test_offsets.py_test_validate_n_error,2,"['array', 'int64']","['array([1, 2], dtype=np.int64))']"
3212,10392,/tests/groupby/test_reductions.py_test_masked_mixed_types,2,"['nan', 'array']",['array([1]))']
3213,18849,/tests/plotting/test_datetimelike.py_test_irreg_hf,2,"['random.default_rng', 'fabs']","['random.default_rng(2).standard_normal((len(idx), 2))', 'fabs(diffs[1:] - [sec, sec * 2, sec]) < 1e-8).all()']"
3214,11635,/tests/indexes/test_base.py_test_is_,2,"['array', 'array']","['array(range(10)))', 'array(range(1, 11))']"
3215,21610,/core/series.py_reorder_levels,2,"['array', 'array']","['array([""dog"", ""dog"", ""cat"", ""cat"", ""bird"", ""bird""])', 'array([""white"", ""black"", ""white"", ""black"", ""white"", ""black""])']"
3216,18084,/tests/extension/base/methods.py_test_argsort,2,"['array', 'intp']","['array([2, 0, 1], dtype=np.intp))']"
3217,8781,/tests/series/indexing/test_get.py_test_get_nan,2,"['nan', 'nan']",[]
3218,18085,/tests/extension/base/methods.py_test_argsort_missing_array,2,"['array', 'intp']","['array([2, 0, 1], dtype=np.intp)']"
3219,18086,/tests/extension/base/methods.py_test_argsort_missing,2,"['array', 'intp']","['array([1, -1, 0], dtype=np.intp))']"
3220,21599,/core/series.py_update,2,"['nan', 'nan']",[]
3221,21598,/core/series.py_combine_first,2,"['nan', 'nan']",[]
3222,11622,/tests/indexes/test_base.py_test_constructor_int_dtype_nan,2,"['nan', 'float64']",[]
3223,19746,/tests/copy_view/test_array.py_test_dataframe_multiple_numpy_dtypes,2,"['asarray', 'shares_memory']","['asarray(df)', 'shares_memory(arr, get_array(df, ""a""))']"
3224,18099,/tests/extension/base/methods.py_test_factorize_empty,2,"['array', 'intp']","['array([], dtype=np.intp)']"
3225,19816,/tests/copy_view/test_indexing.py_test_loc_enlarging_with_dataframe,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(df, ""b""), get_array(rhs, ""b""))', 'shares_memory(get_array(df, ""c""), get_array(rhs, ""c""))']"
3226,11598,/tests/base/test_transpose.py_test_numpy_transpose,2,"['transpose', 'transpose']","['transpose(obj), obj)', 'transpose(obj, axes=1)']"
3227,11591,/tests/base/test_unique.py_test_unique_null,2,"['repeat', 'array']","['repeat(values, range(1, len(values) + 1))', 'array(unique_values, dtype=obj.dtype)']"
3228,11590,/tests/base/test_unique.py_test_unique,2,"['repeat', 'array']","['repeat(obj, range(1, len(obj) + 1))', 'array(unique_values)']"
3229,11588,/tests/base/test_value_counts.py_test_value_counts_with_nan,2,"['nan', 'nan']",[]
3230,11587,/tests/base/test_value_counts.py_test_value_counts_timedelta64,2,"['zeros', 'zeros']","['zeros(6, dtype=f""m8[{unit}]"")', 'zeros(6, dtype=f""m8[{unit}]"")']"
3231,8842,/tests/series/accessors/test_dt_accessor.py_test_dt_accessor_datetime_name_accessors,2,"['isnan', 'isnan']","['isnan(ser.dt.day_name(locale=time_locale).iloc[-1])', 'isnan(ser.dt.month_name(locale=time_locale).iloc[-1])']"
3232,19769,/tests/copy_view/test_interp_fillna.py_test_interpolate_object_convert_copies,2,"['nan', 'shares_memory']","['shares_memory(arr_a, get_array(df, ""a""))']"
3233,21373,/tests/tseries/offsets/test_ticks.py_test_tick_rdiv,2,"['array', 'array']","['array([2 * td64, td64])', 'array([2.0, 1.0])']"
3234,11572,/tests/base/test_conversion.py_test_asarray_tz_naive,2,"['array', 'asarray']","['array([""2000-01-01"", ""2000-01-02""], dtype=""M8[ns]"")', 'asarray(ser)']"
3235,6604,/tests/io/parser/test_header.py_test_header_none_and_implicit_index,2,"['nan', 'nan']",[]
3236,19777,/tests/copy_view/test_interp_fillna.py_test_fillna_series_empty_arg_inplace,2,"['nan', 'shares_memory']","['shares_memory(get_array(ser), arr)']"
3237,18853,/tests/plotting/test_datetimelike.py_test_business_freq_convert,2,"['arange', 'float64']","['arange(300, dtype=np.float64)']"
3238,18854,/tests/plotting/test_datetimelike.py_test_freq_with_no_period_alias,2,"['arange', 'float64']","['arange(10, dtype=np.float64), index=date_range(""2020-01-01"", periods=10)']"
3239,11506,/tests/interchange/test_impl.py_test_categorical_to_numpy_dlpack,2,"['from_dlpack', 'array']","['from_dlpack(col.get_buffers()[""data""][0])', 'array([0, 1, 0], dtype=""int8"")']"
3240,19779,/tests/copy_view/test_interp_fillna.py_test_fillna_inplace_ea_noop_shares_memory,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(df, ""a""), get_array(view, ""a""))', 'shares_memory(get_array(df, ""b""), get_array(view, ""b""))']"
3241,8820,/tests/series/accessors/test_cat_accessor.py_test_categorical_of_booleans_is_boolean,2,"['dtype', 'bool_']",['dtype(np.bool_)']
3242,19787,/tests/copy_view/test_indexing.py_test_subset_column_selection,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(subset, ""a""), get_array(df, ""a""))', 'shares_memory(get_array(subset, ""a""), get_array(df, ""a""))']"
3243,11493,/tests/window/moments/test_moments_consistency_expanding.py_test_expanding_consistency_constant,2,"['nan', 'nan']",[]
3244,11489,/tests/window/moments/test_moments_consistency_expanding.py_test_moments_consistency_var_constant,2,"['nan', 'nan']",[]
3245,11487,/tests/window/moments/test_moments_consistency_expanding.py_test_expanding_apply_consistency_sum_nans,2,"['sum', 'sum']",[]
3246,8814,/tests/series/accessors/test_cat_accessor.py_test_cat_accessor,2,"['nan', 'nan']",[]
3247,18191,/tests/extension/base/reshaping.py_test_merge,2,"['nan', 'nan']",[]
3248,11473,/tests/window/moments/test_moments_consistency_ewm.py_test_ewm_consistency_consistent,2,"['nan', 'nan']",[]
3249,19789,/tests/copy_view/test_indexing.py_test_subset_row_slice,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(subset, ""a""), get_array(df, ""a""))', 'shares_memory(get_array(subset, ""a""), get_array(df, ""a""))']"
3250,18856,/tests/plotting/test_datetimelike.py_test_dataframe,2,"['arange', 'float64']","['arange(10, dtype=np.float64)']"
3251,11458,/tests/window/test_dtypes.py_test_series_nullable_int,2,"['nan', 'nan']",[]
3252,19776,/tests/copy_view/test_interp_fillna.py_test_fillna_series_empty_arg,2,"['nan', 'shares_memory']","['shares_memory(get_array(ser), get_array(result))']"
3253,19775,/tests/copy_view/test_interp_fillna.py_test_fillna_interval_inplace_reference,2,"['nan', 'shares_memory']",[]
3254,18155,/tests/extension/base/constructors.py_test_pandas_array_dtype,2,"['dtype', 'asarray']","['dtype(object))', 'asarray(data, dtype=object))']"
3255,11421,/tests/window/test_timeseries_window.py_test_ragged_kurt,2,"['nan', 'nan']",[]
3256,11571,/tests/base/test_conversion.py_test_asarray_object_dt64,2,"['asarray', 'array']","['asarray(ser, dtype=object)']"
3257,19803,/tests/copy_view/test_indexing.py_test_series_getitem_ellipsis,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(subset), get_array(s))', 'shares_memory(get_array(subset), get_array(s))']"
3258,11418,/tests/window/test_timeseries_window.py_test_ragged_std,2,"['nan', 'nan']",[]
3259,19770,/tests/copy_view/test_interp_fillna.py_test_interpolate_downcast_reference_triggers_copy,2,"['nan', 'shares_memory']","['shares_memory(arr_a, get_array(df, ""a""))']"
3260,11569,/tests/base/test_conversion.py_test_to_numpy_dataframe_single_block,2,"['nan', 'array']","['array(expected_data, dtype=float)']"
3261,11419,/tests/window/test_timeseries_window.py_test_ragged_var,2,"['nan', 'nan']",[]
3262,11420,/tests/window/test_timeseries_window.py_test_ragged_skew,2,"['nan', 'nan']",[]
3263,19771,/tests/copy_view/test_interp_fillna.py_test_fillna,2,"['nan', 'shares_memory']","['shares_memory(get_array(df, ""b""), get_array(df2, ""b""))']"
3264,19802,/tests/copy_view/test_indexing.py_test_series_getitem_slice,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(subset), get_array(s))', 'shares_memory(get_array(subset), get_array(s))']"
3265,6548,/tests/io/parser/test_textreader.py_assert_array_dicts_equal,2,"['asarray', 'asarray']","['asarray(v), np.asarray(right[k]))']"
3266,6700,/tests/io/parser/test_na_values.py_test_inf_na_values_with_int_index,2,"['nan', 'nan']",[]
3267,6695,/tests/io/parser/test_na_values.py_test_na_values_dict_aliasing,2,"['nan', 'nan']",[]
3268,11564,/tests/base/test_conversion.py_test_to_numpy_dtype,2,"['array', 'array']","['array([""2000-01-01T05"", ""2001-01-01T05""], dtype=""M8[ns]"")']"
3269,11436,/tests/window/test_timeseries_window.py_test_arrow_datetime_axis,2,"['arange', 'float64']","['arange(5, dtype=np.float64)']"
3270,11559,/tests/base/test_conversion.py_test_numpy_array_all_dtypes,2,"['dtype', 'dtype']","['dtype(any_numpy_dtype)', 'dtype(any_numpy_dtype)']"
3271,18141,/tests/extension/base/dim2.py_get_reduction_result_dtype,2,"['dtype', 'dtype']","['dtype(int)', 'dtype(""uint"")']"
3272,19819,/tests/copy_view/test_setitem.py_test_set_column_with_array,2,"['array', 'shares_memory']","['array([1, 2, 3], dtype=""int64"")', 'shares_memory(get_array(df, ""c""), arr)']"
3273,11640,/tests/indexes/test_base.py_test_empty_fancy_raises,2,"['array', 'float64']","['array([], dtype=np.float64)']"
3274,11642,/tests/indexes/test_base.py_test_map_dictlike,2,"['arange', 'int64']","['arange(len(index), 0, -1, dtype=np.int64)']"
3275,11754,/tests/indexes/test_old_base.py_test_is_unique,2,"['nan', 'nan']",[]
3276,6204,/tests/io/json/test_ujson.py_test_array_list,2,"['array', 'array']","['array(arr_list, dtype=object)', 'array(ujson.ujson_loads(ujson.ujson_dumps(arr)), dtype=object)']"
3277,11290,/tests/window/test_base_indexer.py_test_rolling_forward_cov_corr,2,"['arange', 'concatenate']","['arange(10).reshape(-1, 1)', 'concatenate([values1, values2], axis=1)']"
3278,21830,/core/nanops.py__has_infs,2,"['ndarray', 'isinf']",['isinf(result).any()']
3279,10374,/tests/groupby/test_timegrouper.py_test_groupby_groups_periods,2,"['arange', 'arange']","['arange(6, dtype=""int64"")', 'arange(6, dtype=""int64"")']"
3280,21819,/core/arraylike.py_default_array_ufunc,2,"['ufunc', 'asarray']",['asarray(x)']
3281,10373,/tests/groupby/test_timegrouper.py_test_frame_datetime64_handling_groupby,2,"['datetime64', 'datetime64']","['datetime64(""2012-07-03"")), (3, np.datetime64(""2012-07-04""))']"
3282,21813,/core/arraylike.py_array_ufunc,2,"['ufunc', 'ndarray.__array_ufunc__']",[]
3283,11813,/tests/indexes/test_index_new.py_test_constructor_datetime_and_datetime64,2,"['datetime64', 'array']","['datetime64(""now"")', 'array(data, dtype=object)), expected)']"
3284,11804,/tests/indexes/test_index_new.py_test_infer_nat,2,"['array', 'array']","['array(values, dtype=object))', 'array(values, dtype=object)[::-1])']"
3285,8923,/tests/series/methods/test_searchsorted.py_test_searchsorted_numeric_dtypes_vector,2,"['array', 'intp']","['array([3, 4], dtype=np.intp)']"
3286,18843,/tests/plotting/test_datetimelike.py_test_line_plot_inferred_freq,2,"['random.default_rng', 'asarray']","['random.default_rng(2).standard_normal(len(idx)), idx)', 'asarray(ser.index)))']"
3287,11796,/tests/indexes/test_common.py_test_astype_preserves_name,2,"['exceptions.ComplexWarning', 'ComplexWarning']",[]
3288,8922,/tests/series/methods/test_searchsorted.py_test_searchsorted_numeric_dtypes_scalar,2,"['array', 'intp']","['array([2], dtype=np.intp)']"
3289,21769,/core/indexing.py_maybe_convert_ix,2,"['ndarray', 'ix_']",['ix_(*args)']
3290,18297,/tests/extension/decimal/array.py___init__,2,"['isnan', 'asarray']","['isnan(val)', 'asarray(values, dtype=object)']"
3291,11759,/tests/indexes/test_old_base.py_test_index_groupby,2,"['array', 'nan']","['array([1, 2, np.nan, 2, 1])']"
3292,19714,/tests/copy_view/test_replace.py_test_replace_categorical,2,"['shares_memory', 'shares_memory']","['shares_memory(get_array(df, ""a"").codes, get_array(df2, ""a"").codes)', 'shares_memory(get_array(df2, ""a"").codes, arr_a)']"
3293,6203,/tests/io/json/test_ujson.py_test_array_reshaped,2,"['arange', 'array']","['arange(100)', 'array(ujson.ujson_loads(ujson.ujson_dumps(arr)))']"
3294,6202,/tests/io/json/test_ujson.py_test_array_basic,2,"['arange', 'array']","['arange(96)', 'array(ujson.ujson_loads(ujson.ujson_dumps(arr)))']"
3295,6201,/tests/io/json/test_ujson.py_test_float_max,2,"['dtype', 'finfo']","['dtype(float_numpy_dtype)', 'finfo(float_numpy_dtype).max / 10)']"
