,index,scipy_function,num_np_calls,np_calls,np_calls_w_args
696,8660,/linalg/tests/test_lapack.py_test_gglse,9,"['array', 'array', 'array', 'array', 'array', 'zeros', 'array', 'array', 'array']","['array([-1.50, -2.14, 1.23, -0.54, -1.68, 0.82], dtype=dtype)', 'array([0., 0.], dtype=dtype)', 'zeros(2, dtype=dtype)', 'array([[1., 0., -1., 0.], [0., 1., 0., -1.]], dtype=dtype)']"
697,5630,/interpolate/tests/test_interpolate.py_test_shape,9,"['random.seed', 'random.rand', 'sort', 'random.rand', 'random.rand', 'shape', 'shape', 'array', 'array']","['random.seed(1234)', 'random.rand(8, 12, 5, 6, 7)', 'sort(np.random.rand(13))', 'random.rand(3, 4)', 'shape(p(0.5)), ())', 'shape(p(np.array(0.5))), ())', 'array([[0.1, 0.2], [0.4]], dtype=object))']"
698,12386,/sparse/linalg/_isolve/iterative.py_bicg,9,"['array', 'allclose', 'linalg.norm', 'vdot', 'iscomplexobj', 'dot', 'finfo', 'linalg.norm', 'abs']","['array([2., 4., -1.])', 'allclose(A.dot(x), b)', 'linalg.norm(b)', 'iscomplexobj(x)', 'finfo(x.dtype.char)', 'linalg.norm(r)', 'abs(rho_cur)']"
699,9346,/linalg/tests/test_decomp_lu.py_setup_method,9,"['random.default_rng', 'array', 'array', 'array', 'array', 'array', 'array', 'array', 'array']","['random.default_rng(1682281250228846)', 'array([[1, 2, 3], [1, 2, 3], [2, 5, 6]])', 'array([[1, 2, 3], [1, 2, 3], [2, 5j, 6]])', 'array([[1, 2, 3], [4, 5, 6], [7, 8, 9]])', 'array([[1j, 2j, 3j], [4j, 5j, 6j], [7j, 8j, 9j]])', 'array([[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 12, 12]])', 'array([[1, 2, 3], [4, 5, 6], [7, 8, 9], [10, 12, 12]])']"
700,20994,/odr/tests/test_odr.py_test_multi,9,"['array', 'array', 'zeros', 'ones', 'zeros', 'power', 'array', 'array', 'array']","['zeros((2, 2, n), dtype=float)', 'ones(n, dtype=int)', 'zeros(n, dtype=float)', 'power(multi_x, 2)']"
701,8680,/linalg/tests/test_lapack.py_test_heequb,9,"['diag', 'diag', 'ones', 'log2', 'diag', 'abs', 'arange', 'complex64', 'log2']","['diag([2]*5 + [1002]*5) + np.diag(np.ones(9), k=1)', 'log2(s), [0., -1.]*2 + [0.] + [-4]*5)', 'diag(2**np.abs(np.arange(-5, 6)) + 0j)', 'log2(s), [-2, -1, -1, 0, 0, -5, 0, -1, -1, -2, -2])']"
702,9273,/linalg/tests/test_decomp.py_setup_class,9,"['array', 'array', 'array', 'array', 'array', 'array', 'eye', 'diag', 'diag']","['eye(2)', 'diag([0, 1])', 'diag([1, 0])']"
703,13367,/signal/_signaltools.py_lfilter_zi,9,"['atleast_1d', 'atleast_1d', 'r_', 'zeros', 'r_', 'zeros', 'eye', 'result_type', 'linalg.solve']","['atleast_1d(b)', 'atleast_1d(a)', 'zeros(n - len(a), dtype=a.dtype)', 'zeros(n - len(b), dtype=b.dtype)', 'eye(n - 1, dtype=np.result_type(a, b)) - linalg.companion(a)', 'linalg.solve(IminusA, B)']"
704,4638,/integrate/tests/test_bvp.py_test_big_problem_with_parameters,9,"['linspace', 'pi', 'linspace', 'pi', 'ones', 'abs', 'sum', 'all', 'all']","['linspace(0, np.pi, 5)', 'linspace(0, np.pi, 100)', 'ones((2 * n, x.size))', 'abs(f_test))', 'sum(rel_res ** 2, axis=0)', 'all(norm_res < 1e-3))', 'all(sol.rms_residuals < 1e-3))']"
705,9338,/linalg/tests/test_procrustes.py_test_orthogonal_procrustes_stretched_example,9,"['array', 'array', 'square', 'dot', 'array', 'square', 'square', 'dot', 'square']","['array([[-3, 3], [-2, 3], [-2, 2], [-3, 2]], dtype=float)', 'array([[3, 40], [1, 0], [3, -40], [5, 0]], dtype=float)', 'square(norm(A))', 'dot(A, R)', 'array([[3, 21], [-18, 0], [3, -21], [24, 0]], dtype=float)', 'square(norm(B_approx - B_orig) / norm(B))', 'square(norm(B))', 'dot(B, R)', 'square(norm(A_approx - A_orig) / norm(A))']"
706,10063,/spatial/tests/test_qhull.py_test_plane_distance,9,"['array', 'float64', 'array', 'float64', 'cross', 'sqrt', 'dot', 'sign', 'dot']","['array([(0,0), (1, 1), (1, 0), (0.99189033, 0.37674127)', 'array([0.99966555, 0.15685619], dtype=np.float64)', 'cross(x1 - x3, x2 - x3)', 'sqrt(np.dot(n, n))', 'sign(n[2])', 'dot(n, pz - x3)']"
707,3120,/optimize/_lsq/common.py_find_active_constraints,9,"['zeros_like', 'maximum', 'abs', 'maximum', 'abs', 'isfinite', 'minimum', 'isfinite', 'minimum']","['zeros_like(x, dtype=int)', 'maximum(1, np.abs(lb))', 'maximum(1, np.abs(ub))', 'isfinite(lb)', 'minimum(upper_dist, lower_threshold)))', 'isfinite(ub)', 'minimum(lower_dist, upper_threshold)))']"
708,20326,/stats/tests/test_variation.py_test_neg_inf,9,"['array', 'inf', 'array', 'nan', 'nan', 'nan', 'nan', 'inf', 'inf']","['array([-3, -5])']"
709,3121,/optimize/_lsq/common.py_make_strictly_feasible,9,"['nextafter', 'equal', 'equal', 'nextafter', 'nextafter', 'maximum', 'abs', 'maximum', 'abs']","['equal(active, -1)', 'equal(active, 1)', 'nextafter(lb[lower_mask], ub[lower_mask])', 'nextafter(ub[upper_mask], lb[upper_mask])', 'maximum(1, np.abs(lb[lower_mask])))', 'maximum(1, np.abs(ub[upper_mask])))']"
710,630,/optimize/_lbfgsb_py.py_todense,9,"['eye', 'newaxis', 'newaxis', 'newaxis', 'newaxis', 'dot', 'dot', 'newaxis', 'newaxis']","['eye(*self.shape, dtype=self.dtype)', 'dot(A1, np.dot(Hk, A2))']"
711,4635,/integrate/tests/test_bvp.py_test_complex,9,"['linspace', 'linspace', 'zeros', 'abs', 'sum', 'real', 'conj', 'all', 'all']","['linspace(0, 1, 5)', 'linspace(0, 1, 100)', 'zeros((2, x.shape[0]), dtype=complex)', 'abs(f_test))', 'sum(np.real(rel_res * np.conj(rel_res))', 'all(norm_res < 1e-3))', 'all(sol.rms_residuals < 1e-3))']"
712,20722,/stats/tests/test_multivariate.py_test_to_corr,9,"['array', 'array', 'errstate', 'array', 'array', 'nextafter', 'array', 'array', 'array']","['array([[0.1, 0], [0, 1]], dtype=float)', 'array([[1, 0], [0, 0.1]]))', ""errstate(over='ignore')"", 'array([[0, 1], [-1, 0]])', 'array([[1e300, 0], [0, np.nextafter(1, 0)]], dtype=float)', 'array([[0.9, 1e300], [1e300, 1.1]], dtype=float)', 'array([[2, 1], [1, 2]], dtype=float)', 'array([[2 + 1e-7, 1], [1, 2]], dtype=float)']"
713,14204,/signal/tests/test_wavelets.py_test_ricker,9,"['sqrt', 'pi', 'argmax', 'arange', 'arange', 'argmin', 'abs', 'argmin', 'abs']","['sqrt(3 * 1.0) * (np.pi ** 0.25))', 'argmax(w)', 'arange(0, points // 2)', 'arange(0, points) - (points - 1.0)', 'argmin(np.abs(vec - a))', 'argmin(np.abs(vec + a))']"
714,5468,/interpolate/tests/test_bsplines.py_test_invalid_input,8,"['random.seed', 'sort', 'random.random_sample', 'sin', 'random.normal', 'copy', 'arange', 'ones']","['random.seed(1234)', 'sort(np.random.random_sample(n) * 4 - 2)', 'sin(4 * x) + x**3 + np.random.normal(0., 1.5, n)', 'copy(x)', 'arange(4)', 'ones(4)']"
715,5491,/interpolate/tests/test_bsplines.py_test_3D_random_complex,8,"['random.default_rng', 'r_', 'sort', 'r_', 'sort', 'r_', 'sort', 'c_']","['random.default_rng(12345)', 'sort(rng.uniform(size=7))', 'sort(rng.uniform(size=8))', 'sort(rng.uniform(size=8))']"
716,7997,/special/tests/test_mpmath.py_test_cospi_zeros,8,"['finfo', 'r_', 'logspace', 'logspace', 'meshgrid', 'arange', 'dstack', 'asarray']","['finfo(float)', 'logspace(0, -13, 3), 0, np.logspace(-13, 0, 3)', 'meshgrid(dx, dy)', 'arange(-100, 100, 1) + 0.5).reshape(1, 1, -1)', 'dstack((dz,)*zeros.size)).flatten()', 'asarray([(z0, complex(mpmath.cospi(z0)))']"
717,9532,/spatial/transform/tests/test_rotation_groups.py__generate_pyramid,8,"['linspace', 'pi', 'vstack', 'zeros', 'cos', 'sin', 'concatenate', 'roll']","['linspace(0, 2 * np.pi, n + 1)', 'vstack([np.zeros(n), np.cos(thetas), np.sin(thetas)])', 'concatenate((P, [[1, 0, 0]]))', 'roll(P, axis, axis=1)']"
718,14563,/signal/windows/_windows.py_triang,8,"['linspace', 'abs', 'log10', 'maximum', 'ones', 'arange', 'r_', 'r_']","['linspace(-0.5, 0.5, len(A))', 'abs(fftshift(A / abs(A).max()))', 'log10(np.maximum(response, 1e-10))', 'ones(M)', 'arange(1, (M + 1) // 2 + 1)']"
719,7996,/special/tests/test_mpmath.py_test_sinpi_zeros,8,"['finfo', 'r_', 'logspace', 'logspace', 'meshgrid', 'arange', 'dstack', 'asarray']","['finfo(float)', 'logspace(0, -13, 3), 0, np.logspace(-13, 0, 3)', 'meshgrid(dx, dy)', 'arange(-100, 100, 1).reshape(1, 1, -1)', 'dstack((dz,)*zeros.size)).flatten()', 'asarray([(z0, complex(mpmath.sinpi(z0)))']"
720,15771,/stats/_covariance.py___init__,8,"['array', 'float64', 'sum', 'log', 'sqrt', 'sqrt', 'apply_along_axis', 'diag']","['array(diagonal, dtype=np.float64)', 'sum(np.log(positive_diagonal), axis=-1)', 'sqrt(positive_diagonal)', 'sqrt(diagonal)', 'apply_along_axis(np.diag, -1, diagonal)']"
721,3928,/io/tests/test_idl.py_test_arrays,8,"['repeat', 'float32', 'object_', 'repeat', 'float32', 'object_', 'all', 'all']","['repeat(np.float32(4.), 2).astype(np.object_))', 'repeat(np.float32(4.), 3).astype(np.object_))', 'all(vect_id(s.arrays.g[0]) == id(s.arrays.g[0][0])))', 'all(vect_id(s.arrays.h[0]) == id(s.arrays.h[0][0])))']"
722,8639,/linalg/tests/test_lapack.py_test_gels,8,"['array', 'array', 'array', 'finfo', 'array', 'array', 'array', 'finfo']","['array([16.0, 17.0, 20.0], dtype=dtype)', 'finfo(dtype).eps)', 'array([16.0, 17.0+2.0j, 20.0-4.0j], dtype=dtype)', 'finfo(dtype).eps)']"
723,14389,/signal/tests/test_peak_finding.py_test_single_biggaps,8,"['zeros', 'full', 'diff', 'testing.assert_array_less', 'abs', 'diff', 'testing.assert_array_less', 'abs']","['zeros([50, 50])', 'full(50, max_dist)', 'diff(iline[1])', 'testing.assert_array_less(np.abs(adists), max_dist)', 'diff(iline[0])', 'testing.assert_array_less(np.abs(agaps), max(gaps) + 0.1)']"
724,20357,/stats/tests/test_kdeoth.py_test_logpdf_overflow,8,"['random.seed', 'array', 'random.randn', 'arange', 'testing.assert_equal', 'isneginf', 'testing.assert_equal', 'isnan']","['random.seed(1)', 'array([np.random.randn(n_samples) + (n)', 'arange(0, n_dimensions))', 'testing.assert_equal(np.isneginf(logpdf[0]), False)', 'testing.assert_equal(np.isnan(logpdf[0]), False)']"
725,11067,/sparse/_construct.py_random_array,8,"['random.Generator', 'random.default_rng', 'float64', 'random', 'random.Generator', 'random.default_rng', 'random', 'random.default_rng']","['random.default_rng()', 'random.default_rng()']"
726,20120,/stats/tests/test_qmc.py_test_geometric_discrepancy,8,"['array', 'sqrt', 'sqrt', 'array', 'array', 'sqrt', 'sqrt', 'random.default_rng']","['array([[0, 0], [1, 1]])', 'sqrt(2))', 'sqrt(2))', 'array([[0, 0], [0, 1], [0.5, 1]])', 'array([[0, 0], [0.25, 0.25], [1, 1]])', 'sqrt(2) / 4)', 'sqrt(2) / 2)', 'random.default_rng(191468432622931918890291693003068437394)']"
727,9791,/spatial/tests/test_distance.py_test_pdist_mahalanobis,8,"['array', 'sqrt', 'sqrt', 'sqrt', 'sqrt', 'sqrt', 'array', 'sqrt']","['array([2.0, 2.0, 3.0, 5.0]).reshape(-1, 1)', 'sqrt(0.5), np.sqrt(4.5)', 'sqrt(0.5), np.sqrt(4.5), np.sqrt(2.0)])', 'array([[0, 0], [-1, 0], [0, 2], [1, 0], [0, -2]])', 'sqrt(2)']"
728,5720,/interpolate/tests/test_interpolate.py__ppoly_eval_2,8,"['nan', 'shape', 'ravel', 'empty_like', 'searchsorted', 'vander', 'array', 'dot']","['shape(xnew)', 'ravel(xnew)', 'empty_like(xnew)', 'searchsorted(breaks, xx)', 'vander(diff, N=K)', 'array([np.dot(V[k, :], pp[:, indxs[k]]) for k in range(len(xx))])']"
729,12997,/sparse/tests/test_sparsetools.py_test_csr_matmat_int64_overflow,8,"['iinfo', 'int64', 'ones', 'int8', 'arange', 'int64', 'zeros', 'int64']","['iinfo(np.int64)', 'ones((n,), dtype=np.int8)', 'arange(n+1, dtype=np.int64)', 'zeros(n, dtype=np.int64)']"
730,5469,/interpolate/tests/test_bsplines.py_test_compare_with_GCVSPL,8,"['random.seed', 'sort', 'random.random_sample', 'sin', 'random.normal', 'savetxt', 'savetxt', 'load']","['random.seed(1234)', 'sort(np.random.random_sample(n) * 4 - 2)', 'sin(x) + np.random.normal(scale=.5, size=n)', ""savetxt('x.csv', x)"", ""savetxt('y.csv', y)"", ""load(data_file('gcvspl.npz'))""]"
731,17891,/stats/_multivariate.py_logpmf,8,"['zeros', 'bool_', 'zeros', 'bool_', 'inf', 'zeros', 'bool_', 'nan']","['zeros(n.shape, dtype=np.bool_)', 'zeros(mncond.shape, dtype=np.bool_)', 'zeros(xcond_reduced.shape, dtype=np.bool_)']"
732,5133,/interpolate/_interpolate.py___init__,8,"['all', 'argsort', 'all', 'argsort', 'amin', 'amax', 'amin', 'amax']","['all(x[1:] >= x[:-1])', 'argsort(x)', 'all(y[1:] >= y[:-1])', 'argsort(y)', 'amin(x), np.amax(x)', 'amin(y), np.amax(y)']"
733,13144,/signal/_arraytools.py_const_ext,8,"['array', 'linspace', 'sin', 'pi', 'arange', 'arange', 'ones', 'concatenate']","['array([[1, 2, 3, 4, 5], [0, 1, 4, 9, 16]])', 'linspace(0, 1.5, 100)', 'sin(2 * np.pi * t**2)', ""arange(-40, 140), b, 'b', lw=1, label='constant extension')"", ""arange(100), a, 'r', lw=2, label='original')"", 'ones(ones_shape, dtype=x.dtype)']"
734,9671,/spatial/transform/tests/test_rotation.py_test_compare_as_davenport_as_euler,8,"['random.RandomState', 'empty', 'pi', 'pi', 'pi', 'pi', 'pi', 'pi']","['random.RandomState(0)', 'empty((n, 3))']"
735,19306,/stats/tests/test_mstats_basic.py_test_fully_masked,8,"['random.seed', 'random.randn', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['random.seed(1234567)', 'random.randn(3, 2), mask=[[1, 1, 1], [0, 0, 0]])']"
736,16973,/stats/_morestats.py_levene,8,"['array', 'array', 'array', 'linspace', 'linspace', 'var', 'empty', 'empty']","['linspace(0, 5, 100)', 'linspace(0, 5, 25)', 'var(x, ddof=1)', 'empty(k)', ""empty(k, 'd')""]"
737,8399,/linalg/_matfuncs.py_khatri_rao,8,"['vstack', 'kron', 'array', 'array', 'asarray', 'asarray', 'newaxis', 'newaxis']","['vstack([np.kron(a[:, k], b[:, k]) for k in range(b.shape[1])])', 'array([[1, 2, 3], [4, 5, 6]])', 'array([[3, 4, 5], [6, 7, 8], [2, 3, 9]])', 'asarray(a)', 'asarray(b)']"
738,9685,/spatial/tests/test__procrustes.py_test_procrustes_bad_number_of_dimensions,8,"['array', 'array', 'array', 'array', 'array', 'array', 'array', 'array']","['array([1, 1, 2, 3, 5, 8])', 'array([[1, 2], [3, 4]]))', 'array([1, 1, 2, 3, 5, 8])', 'array([1, 1, 2, 3, 5, 8]))', 'array(7), np.array(11))', 'array([[[11], [7]]])', 'array([[[5, 13]]]))']"
739,14540,/signal/tests/test_cont2discrete.py_test_gbt,8,"['eye', 'full', 'array', 'array', 'eye', 'full', 'array', 'array']","['eye(2)', 'full((2, 1), 0.5)', 'array([[0.75, 1.0], [1.0, 1.0], [1.0, 0.25]])', 'array([[0.0], [0.0], [-0.33]])', 'eye(2)', 'full((2, 1), 0.3)']"
740,9523,/spatial/transform/_rotation_spline.py__rotvec_dot_to_angular_rate_matrix,8,"['linalg.norm', 'empty_like', 'empty_like', 'cos', 'sin', 'empty', 'identity', 'matmul']","['linalg.norm(rotvecs, axis=1)', 'empty_like(norm)', 'empty_like(norm)', 'cos(nm))', 'sin(nm))', 'empty((len(rotvecs), 3, 3))', 'identity(3)', 'matmul(skew, skew)']"
741,12841,/sparse/tests/test_base.py_test_constructor_largecol,8,"['iinfo', 'int32', 'int64', 'int64', 'dtype', 'int64', 'dtype', 'int64']","['iinfo(np.int32)', 'dtype(np.int64))', 'dtype(np.int64))']"
742,18388,/stats/tests/test_distributions.py_test_fit,8,"['random.RandomState', 'median', 'sum', 'abs', 'sum', 'abs', 'nan', 'inf']","['random.RandomState(1234)', 'median(data)', 'sum(np.abs(data - loc_mle)) / len(data)', 'sum(np.abs(data - loc)) / len(data)']"
743,9840,/spatial/tests/test_distance.py_test_pdist_out,8,"['empty', 'float64', 'empty', 'float64', 'empty', 'float64', 'empty', 'int64']","['empty(out_size, dtype=np.float64)', 'empty(out_size + 3, dtype=np.float64)', 'empty(2 * out_size, dtype=np.float64)', 'empty(out_size, dtype=np.int64)']"
744,18094,/stats/_levy_stable/__init__.py_rvs,8,"['where', 'log', 'pi', 'where', 'log', 'pi', 'tan', 'pi']","['log(gamma)', 'log(gamma) / np.pi)', 'tan(np.pi * alpha / 2.0)']"
745,16581,/stats/_continuous_distns.py_fit_loc_scale_w_shape_lt_1,8,"['nextafter', 'inf', 'abs', 'finfo', 'sign', 'finfo', 'nextafter', 'inf']","['nextafter(data.min(), -np.inf)', 'abs(loc) < np.finfo(loc.dtype)', 'sign(loc) * np.finfo(loc.dtype)', 'nextafter(get_scale(data, loc), np.inf)']"
746,5490,/interpolate/tests/test_bsplines.py_test_3D_random,8,"['random.default_rng', 'r_', 'sort', 'r_', 'sort', 'r_', 'sort', 'c_']","['random.default_rng(12345)', 'sort(rng.uniform(size=7))', 'sort(rng.uniform(size=8))', 'sort(rng.uniform(size=8))']"
747,9670,/spatial/transform/tests/test_rotation.py_test_compare_from_davenport_from_euler,8,"['random.RandomState', 'empty', 'pi', 'pi', 'pi', 'pi', 'pi', 'pi']","['random.RandomState(0)', 'empty((n, 3))']"
748,14542,/signal/tests/test_cont2discrete.py_test_backward_diff,8,"['eye', 'full', 'array', 'array', 'eye', 'full', 'array', 'array']","['eye(2)', 'full((2, 1), 0.5)', 'array([[0.75, 1.0], [1.0, 1.0], [1.0, 0.25]])', 'array([[0.0], [0.0], [-0.33]])', 'eye(2)', 'full((2, 1), 0.5)']"
749,17438,/stats/_stats_py.py__pearsonr_fisher_ci,8,"['inf', 'inf', 'arctanh', 'sqrt', 'tanh', 'tanh', 'tanh', 'tanh']","['arctanh(r)', 'sqrt(1 / (n - 3))', 'tanh(zlo)', 'tanh(zhi)', 'tanh(zhi)', 'tanh(zlo)']"
750,15055,/ndimage/tests/test_measurements.py_test_watershed_ift07,8,"['zeros', 'uint8', 'array', 'uint8', 'array', 'int8', 'zeros', 'int16']","['zeros(shape, dtype=np.uint8)', 'zeros(shape, dtype=np.int16)']"
751,17957,/stats/_multivariate.py__rotate_samples,8,"['zeros', 'concatenate', 'zeros', 'linalg.qr', 'transpose', 'allclose', 'matmul', 'einsum']","['zeros((dim, ))', 'concatenate([mu[None, :], np.zeros((dim - 1, dim))])', 'linalg.qr(np.transpose(embedded))', 'allclose(np.matmul(rotmatrix, base_point[:, None])[:, 0], mu)', ""einsum('ij,...j->...i', rotmatrix, samples)""]"
752,16954,/stats/_morestats.py_shapiro,8,"['array', 'linspace', 'where', 'ravel', 'float64', 'float64', 'float64', 'float64']","['array([148, 154, 158, 160, 161, 162, 166, 170, 182, 195, 236])', 'linspace(0.65, 1, 50)', 'where(bins <= res.statistic)', 'ravel(x).astype(np.float64)', 'float64(w), np.float64(pw))']"
753,12576,/sparse/csgraph/tests/test_conversions.py_test_csgraph_from_dense,8,"['random.seed', 'random.random', 'nan', 'inf', 'errstate', 'nan', 'inf', 'errstate']","['random.seed(1234)', 'random.random((10, 10))', 'errstate(invalid=""ignore"")', 'errstate(invalid=""ignore"")']"
754,20455,/stats/tests/test_fit.py_test_params_effects,8,"['random.default_rng', 'random.default_rng', 'allclose', 'random.default_rng', 'allclose', 'allclose', 'random.default_rng', 'allclose']","['random.default_rng(9121950977643805391)', 'random.default_rng(9121950977643805391)', 'allclose(res1.fit_result.params.c, 13.4)', 'random.default_rng(9121950977643805391)', 'random.default_rng(9121950977643805391)', 'allclose(res3.null_distribution, res1.null_distribution)']"
755,2724,/optimize/tests/test_lsq_common.py_test_intersect,8,"['zeros', 'array', 'array', 'array', 'array', 'ones', 'zeros', 'zeros']","['zeros(3)', 'array([1.0, 0.0, 0.0])', 'array([-1.0, 1.0, -1.0])', 'array([0.5, -0.5, 0])', 'array([0, 0, 1.0])', 'ones(3)', 'zeros(3)', 'zeros(3)']"
756,10080,/spatial/tests/test_qhull.py_test_duplicate_points,8,"['array', 'float64', 'array', 'float64', 'r_', 'r_', 'c_', 'c_']","['array([0, 1, 0, 1], dtype=np.float64)', 'array([0, 0, 1, 1], dtype=np.float64)']"
757,3983,/fft/_fftlog_backend.py_fhtcoeff,8,"['linspace', 'pi', 'empty', 'empty', 'exp', 'isfinite', 'isinf', 'inf']","['linspace(0, np.pi*(n//2)/(n*dln), n//2+1)', 'empty(n//2+1, dtype=complex)', 'empty(n//2+1, dtype=complex)', 'exp(u, out=u)', 'isfinite(u[0])', 'isinf(u[0])']"
758,2719,/optimize/tests/test_lsq_common.py_test_scaling_vector,8,"['array', 'inf', 'inf', 'array', 'inf', 'inf', 'array', 'array']","['array([-np.inf, -5.0, 1.0, -np.inf])', 'array([1.0, np.inf, 10.0, np.inf])', 'array([0.5, 2.0, 5.0, 0.0])', 'array([1.0, 0.1, -10.0, 0.0])']"
759,14511,/signal/tests/test_spectral.py_test_precenter,8,"['pi', 'random.seed', 'random.rand', 'linspace', 'pi', 'pi', 'sin', 'linspace']","['random.seed(2353425)', 'random.rand(nin)', 'linspace(0.01*np.pi, 10.*np.pi, nin)', 'sin(w*t + phi)', 'linspace(0.01, 10., nout)']"
760,6153,/_lib/_util.py__get_nan,8,"['asarray', 'result_type', 'half', 'array', 'nan', 'float64', 'array', 'nan']","['asarray(item)', 'result_type(*data, np.half)', 'array(np.nan, dtype=np.float64)[()', 'array(np.nan, dtype=dtype)[()']"
761,4180,/fft/_pocketfft/tests/test_real_transforms.py_naive_dct1,8,"['array', 'zeros', 'sqrt', 'sqrt', 'cos', 'pi', 'sqrt', 'sqrt']","['array(x, copy=True)', 'zeros(N)', 'sqrt(1.0/M)', 'sqrt(2.0/M)', 'cos(np.pi*n*k/M)', 'sqrt(2)', 'sqrt(2)']"
762,13439,/signal/_ltisys.py___add__,8,"['vstack', 'hstack', 'atleast_2d', 'result_type', 'asarray', 'asarray', 'asarray', 'asarray']","['vstack((self.B, other.B))', 'hstack((self.C, other.C))', 'atleast_2d(other)', 'result_type(a.dtype, b.dtype, c.dtype, d.dtype)', 'asarray(a, dtype=common_dtype)', 'asarray(b, dtype=common_dtype)', 'asarray(c, dtype=common_dtype)', 'asarray(d, dtype=common_dtype)']"
763,4683,/integrate/tests/test_quadrature.py_test_1d,8,"['random.default_rng', 'sort', 'arange', 'arange', 'newaxis', 'newaxis', 'sum', 'sum']","['random.default_rng(82456839535679456794)', 'sort(rng.random(n))', 'arange(n)*dx + rng.random())', 'arange(order + 1)', 'sum(c*x**i, axis=0)', 'sum(c*x**(i + 1)/(i + 1), axis=0)']"
764,12332,/sparse/linalg/_eigen/tests/test_svds.py__check_svds,8,"['dot', 'identity', 'dot', 'identity', 'abs', 'abs', 'abs', 'abs']","['dot(u.T.conj(), u)', 'identity(k), atol=atol, rtol=rtol)', 'dot(vh, vh.T.conj())', 'identity(k), atol=atol, rtol=rtol)', 'abs(u), np.abs(u2), atol=atol, rtol=rtol)', 'abs(vh), np.abs(vh2), atol=atol, rtol=rtol)']"
765,5435,/interpolate/tests/test_bsplines.py_test_periodic_axis,8,"['random.seed', 'random.random_sample', 'pi', 'sort', 'pi', 'zeros', 'sin', 'cos']","['random.seed(1234)', 'random.random_sample(n)', 'sort(x)', 'zeros((2, n))', 'sin(x)', 'cos(x)']"
766,20330,/stats/tests/test_kdeoth.py_test_kde_1d,8,"['random.seed', 'random.randn', 'linspace', 'sum', 'inf', 'inf', 'inf', 'inf']","['random.seed(8765678)', 'random.randn(n_basesample)', 'linspace(-7,7,501)', 'sum((kdepdf - normpdf)**2)*intervall < 0.01)']"
767,19550,/stats/tests/test_stats.py_test_zmap_nan_policy_omit_with_axis,8,"['arange', 'linspace', 'nan', 'nan', 'nan', 'array', 'isnan', 'isnan']","['arange(-5.0, 9.0).reshape(2, -1)', 'linspace(-8, 6, 24).reshape(2, -1)', 'isnan(compare[0])', 'isnan(compare[1])']"
768,1335,/optimize/tests/test_milp.py_test_milp_1,8,"['round', 'sum', 'testing.assert_allclose', 'testing.assert_allclose', 'testing.assert_allclose', 'diag', 'testing.assert_allclose', 'diag']","['round(res.x)', 'sum(s, axis=0)', 'testing.assert_allclose(square.sum(axis=0), M)', 'testing.assert_allclose(square.sum(axis=1), M)', 'testing.assert_allclose(np.diag(square).sum(), M)', 'testing.assert_allclose(np.diag(square[:, ::-1]).sum(), M)']"
769,4996,/interpolate/_polyint.py__evaluate_derivatives,8,"['zeros', 'zeros', 'zeros', 'newaxis', 'newaxis', 'zeros', 'newaxis', 'newaxis']","['zeros((n, len(x)))', 'zeros((n, len(x)))', 'zeros((len(x), self.r), dtype=self.dtype)', 'zeros((max(der, n+1), len(x), r), dtype=self.dtype)']"
770,17465,/stats/_stats_py.py__t_confidence_interval,8,"['broadcast_arrays', 'inf', 'broadcast_arrays', 'inf', 'reshape', 'asarray', 'broadcast_arrays', 'nan']","['broadcast_arrays(-np.inf, special.stdtrit(df, p))', 'broadcast_arrays(special.stdtrit(df, p), np.inf)', 'reshape(p, [2] + [1]*np.asarray(df).ndim)', 'broadcast_arrays(t, np.nan)']"
771,4637,/integrate/tests/test_bvp.py_test_big_problem,8,"['linspace', 'zeros', 'abs', 'sum', 'real', 'conj', 'all', 'all']","['linspace(0, 1, 5)', 'zeros((2 * n, x.size))', 'abs(f_test))', 'sum(np.real(rel_res * np.conj(rel_res)), axis=0)', 'all(norm_res < 1e-3))', 'all(sol.rms_residuals < 1e-3))']"
772,2711,/optimize/tests/test_linprog.py_test_mip_rel_gap_passdown,8,"['array', 'array', 'array', 'inf', 'diff', 'flip', 'all', 'all']","['array([7872, 10466, 11322, 12058])', 'array([2, 10, 13, 17, 7, 5, 7, 3])', 'diff(np.flip(sol_mip_gaps))', 'all(gap_diffs >= 0)', 'all(gap_diffs == 0)']"
773,20327,/stats/tests/test_variation.py_test_combined_edge_cases,8,"['array', 'nan', 'nan', 'nan', 'nan', 'inf', 'nan', 'sqrt']",['sqrt(2/3)/2])']
774,3662,/io/matlab/tests/test_mio_utils.py_test_squeeze_element,8,"['zeros', 'squeeze', 'zeros', 'zeros', 'ndarray', 'empty', 'uint8', 'uint8']","['zeros((1,3))', 'squeeze(a), squeeze_element(a))', 'zeros((1,1), dtype=float))', ""zeros((1,1),dtype=[('f1', 'f')]))"", 'empty(0, np.uint8))']"
