,Uniq ID,Code,np_calls,num_np_calls,np_calls_w_args,nltk_function
10,/home/amandapotts/git/nltk/nltk/text.py___init__,"def __init__(self, tokens):
self._raw = """".join(""<"" + w + "">"" for w in tokens)
",[],0,[],/text.py___init__
11,/home/amandapotts/git/nltk/nltk/text.py_findall,"def findall(self, regexp):
""""""
Find instances of the regular expression in the text.
The text is a list of tokens, and a regexp pattern to match
a single token must be surrounded by angle brackets.  E.g.
>>> from nltk.text import TokenSearcher
>>> from nltk.book import text1, text5, text9
>>> text5.findall(""<.*><.*><bro>"")
you rule bro
>>> text1.findall(""<a>(<.*>)<man>"")
monied
mature
pale
brave
>>> text9.findall(""<th.*>{3,}"")
thread through those
that
through the thick
:param regexp: A regular expression
:type regexp: str
""""""
regexp = re.sub(r""\s"", """", regexp)
regexp = re.sub(r""<"", ""(?:<(?:"", regexp)
regexp = re.sub(r"">"", "")>)"", regexp)
regexp = re.sub(r""(?<!\\)\."", ""[^>]"", regexp)
hits = re.findall(regexp, self._raw)
for h in hits:
if not h.startswith(""<"") and h.endswith("">""):
raise ValueError(""Bad regexp for TokenSearcher.findall"")
hits = [h[1:-1].split(""><"") for h in hits]
return hits
",[],0,[],/text.py_findall
12,/home/amandapotts/git/nltk/nltk/text.py___init__,"def __init__(self, tokens, name=None):
""""""
Create a Text object.
:param tokens: The source text.
:type tokens: sequence of str
""""""
if self._COPY_TOKENS:
tokens = list(tokens)
self.tokens = tokens
if name:
self.name = name
elif ""]"" in tokens[:20]:
end = tokens[:20].index(""]"")
self.name = "" "".join(str(tok) for tok in tokens[1:end])
else:
self.name = "" "".join(str(tok) for tok in tokens[:8]) + ""...""
",[],0,[],/text.py___init__
13,/home/amandapotts/git/nltk/nltk/text.py___getitem__,"def __getitem__(self, i):
return self.tokens[i]
",[],0,[],/text.py___getitem__
14,/home/amandapotts/git/nltk/nltk/text.py___len__,"def __len__(self):
return len(self.tokens)
",[],0,[],/text.py___len__
15,/home/amandapotts/git/nltk/nltk/text.py_collocations,"def collocations(self, num=20, window_size=2):
""""""
Print collocations derived from the text, ignoring stopwords.
>>> from nltk.book import text4
>>> text4.collocations() # doctest: +NORMALIZE_WHITESPACE
United States
Government
bless
Almighty God
tribes
:param num: The maximum number of collocations to print.
:type num: int
:param window_size: The number of tokens spanned by a collocation (default=2)
:type window_size: int
""""""
collocation_strings = [
w1 + "" "" + w2 for w1, w2 in self.collocation_list(num, window_size)
]
print(tokenwrap(collocation_strings, separator=""
",[],0,[],/text.py_collocations
16,/home/amandapotts/git/nltk/nltk/text.py_count,"def count(self, word):
""""""
Count the number of times this word appears in the text.
""""""
return self.tokens.count(word)
",[],0,[],/text.py_count
17,/home/amandapotts/git/nltk/nltk/text.py_index,"def index(self, word):
""""""
Find the index of the first occurrence of the word in the text.
""""""
return self.tokens.index(word)
",[],0,[],/text.py_index
18,/home/amandapotts/git/nltk/nltk/text.py_readability,"def readability(self, method):
raise NotImplementedError
",[],0,[],/text.py_readability
19,/home/amandapotts/git/nltk/nltk/text.py_dispersion_plot,"def dispersion_plot(self, words):
""""""
Produce a plot showing the distribution of the words through the text.
Requires pylab to be installed.
:param words: The words to be plotted
:type words: list(str)
:seealso: nltk.draw.dispersion_plot()
""""""
from nltk.draw import dispersion_plot
dispersion_plot(self, words)
",[],0,[],/text.py_dispersion_plot
20,/home/amandapotts/git/nltk/nltk/text.py__train_default_ngram_lm,"def _train_default_ngram_lm(self, tokenized_sents, n=3):
train_data, padded_sents = padded_everygram_pipeline(n, tokenized_sents)
model = MLE(order=n)
model.fit(train_data, padded_sents)
return model
",[],0,[],/text.py__train_default_ngram_lm
21,/home/amandapotts/git/nltk/nltk/text.py_generate,"def generate(self, length=100, text_seed=None, random_seed=42):
""""""
Print random text, generated using a trigram language model.
See also `help(nltk.lm)`.
:param length: The length of text to generate (default=100)
:type length: int
:param text_seed: Generation can be conditioned on preceding context.
:type text_seed: list(str)
:param random_seed: A random seed or an instance of `random.Random`. If provided,
makes the random sampling part of generation reproducible. (default=42)
:type random_seed: int
""""""
self._tokenized_sents = [
sent.split("" "") for sent in sent_tokenize("" "".join(self.tokens))
]
if not hasattr(self, ""_trigram_model""):
print(""Building ngram index..."", file=sys.stderr)
self._trigram_model = self._train_default_ngram_lm(
self._tokenized_sents, n=3
)
generated_tokens = []
assert length > 0, ""The `length` must be more than 0.""
while len(generated_tokens) < length:
for idx, token in enumerate(
self._trigram_model.generate(
length, text_seed=text_seed, random_seed=random_seed
)
):
if token == ""<s>"":
continue
if token == ""</s>"":
break
generated_tokens.append(token)
random_seed += 1
prefix = "" "".join(text_seed) + "" "" if text_seed else """"
output_str = prefix + tokenwrap(generated_tokens[:length])
print(output_str)
return output_str
",[],0,[],/text.py_generate
22,/home/amandapotts/git/nltk/nltk/text.py_plot,"def plot(self, *args):
""""""
See documentation for FreqDist.plot()
:seealso: nltk.prob.FreqDist.plot()
""""""
return self.vocab().plot(*args)
",[],0,[],/text.py_plot
23,/home/amandapotts/git/nltk/nltk/text.py_vocab,"def vocab(self):
""""""
:seealso: nltk.prob.FreqDist
""""""
if ""_vocab"" not in self.__dict__:
self._vocab = FreqDist(self)
return self._vocab
",[],0,[],/text.py_vocab
24,/home/amandapotts/git/nltk/nltk/text.py_findall,"def findall(self, regexp):
""""""
Find instances of the regular expression in the text.
The text is a list of tokens, and a regexp pattern to match
a single token must be surrounded by angle brackets.  E.g.
>>> from nltk.book import text1, text5, text9
>>> text5.findall(""<.*><.*><bro>"")
you rule bro
>>> text1.findall(""<a>(<.*>)<man>"")
monied
mature
pale
brave
>>> text9.findall(""<th.*>{3,}"")
thread through those
that
through the thick
:param regexp: A regular expression
:type regexp: str
""""""
if ""_token_searcher"" not in self.__dict__:
self._token_searcher = TokenSearcher(self)
hits = self._token_searcher.findall(regexp)
hits = ["" "".join(h) for h in hits]
print(tokenwrap(hits, ""
",[],0,[],/text.py_findall
25,/home/amandapotts/git/nltk/nltk/text.py__context,"def _context(self, tokens, i):
""""""
One left & one right token, both case-normalized.  Skip over
non-sentence-final punctuation.  Used by the ``ContextIndex``
that is created for ``similar()`` and ``common_contexts()``.
""""""
j = i - 1
while j >= 0 and not self._CONTEXT_RE.match(tokens[j]):
j -= 1
left = tokens[j] if j != 0 else ""*START*""
j = i + 1
while j < len(tokens) and not self._CONTEXT_RE.match(tokens[j]):
j += 1
right = tokens[j] if j != len(tokens) else ""*END*""
return (left, right)
",[],0,[],/text.py__context
26,/home/amandapotts/git/nltk/nltk/text.py___str__,"def __str__(self):
return ""<Text: %s>"" % self.name
",[],0,[],/text.py___str__
27,/home/amandapotts/git/nltk/nltk/text.py___repr__,"def __repr__(self):
return ""<Text: %s>"" % self.name
",[],0,[],/text.py___repr__
28,/home/amandapotts/git/nltk/nltk/text.py___init__,"def __init__(self, source):
if hasattr(source, ""words""):  # bridge to the text corpus reader
source = [source.words(f) for f in source.fileids()]
self._texts = source
Text.__init__(self, LazyConcatenation(source))
self._idf_cache = {}
",[],0,[],/text.py___init__
29,/home/amandapotts/git/nltk/nltk/text.py_tf,"def tf(self, term, text):
""""""The frequency of the term in text.""""""
return text.count(term) / len(text)
",[],0,[],/text.py_tf
30,/home/amandapotts/git/nltk/nltk/text.py_idf,"def idf(self, term):
""""""The number of texts in the corpus divided by the
number of texts that the term appears in.
If a term does not appear in the corpus, 0.0 is returned.""""""
idf = self._idf_cache.get(term)
if idf is None:
matches = len([True for text in self._texts if term in text])
if len(self._texts) == 0:
raise ValueError(""IDF undefined for empty document collection"")
idf = log(len(self._texts) / matches) if matches else 0.0
self._idf_cache[term] = idf
return idf
",[],0,[],/text.py_idf
31,/home/amandapotts/git/nltk/nltk/text.py_tf_idf,"def tf_idf(self, term, text):
return self.tf(term, text) * self.idf(term)
",[],0,[],/text.py_tf_idf
32,/home/amandapotts/git/nltk/nltk/text.py_demo,"def demo():
from nltk.corpus import brown
text = Text(brown.words(categories=""news""))
print(text)
print()
print(""Concordance:"")
text.concordance(""news"")
print()
print(""Distributionally similar words:"")
text.similar(""news"")
print()
print(""Collocations:"")
text.collocations()
print()
print(""Dispersion plot:"")
text.dispersion_plot([""news"", ""report"", ""said"", ""announced""])
print()
print(""Vocabulary plot:"")
text.plot(50)
print()
print(""Indexing:"")
print(""text[3]:"", text[3])
print(""text[3:5]:"", text[3:5])
print(""text.vocab()['news']:"", text.vocab()[""news""])
",[],0,[],/text.py_demo
33,/home/amandapotts/git/nltk/nltk/data.py_gzip_open_unicode,"def gzip_open_unicode(
filename,
mode=""rb"",
compresslevel=9,
encoding=""utf-8"",
fileobj=None,
errors=None,
newline=None,
",[],0,[],/data.py_gzip_open_unicode
34,/home/amandapotts/git/nltk/nltk/data.py_split_resource_url,"def split_resource_url(resource_url):
""""""
Splits a resource url into ""<protocol>:<path>"".
>>> windows = sys.platform.startswith('win')
>>> split_resource_url('nltk:home/nltk')
('nltk', 'home/nltk')
>>> split_resource_url('nltk:/home/nltk')
('nltk', '/home/nltk')
>>> split_resource_url('file:/home/nltk')
('file', '/home/nltk')
>>> split_resource_url('file:///home/nltk')
('file', '/home/nltk')
>>> split_resource_url('file:///C:/home/nltk')
('file', '/C:/home/nltk')
""""""
protocol, path_ = resource_url.split("":"", 1)
if protocol == ""nltk"":
pass
elif protocol == ""file"":
if path_.startswith(""/""):
path_ = ""/"" + path_.lstrip(""/"")
else:
path_ = re.sub(r""^/{0,2}"", """", path_)
return protocol, path_
",[],0,[],/data.py_split_resource_url
35,/home/amandapotts/git/nltk/nltk/data.py_normalize_resource_url,"def normalize_resource_url(resource_url):
r""""""
Normalizes a resource url
>>> windows = sys.platform.startswith('win')
>>> os.path.normpath(split_resource_url(normalize_resource_url('file:grammar.fcfg'))[1]) == \
... ('\\' if windows else '') + os.path.abspath(os.path.join(os.curdir, 'grammar.fcfg'))
True
>>> not windows or normalize_resource_url('file:C:/dir/file') == 'file:///C:/dir/file'
True
>>> not windows or normalize_resource_url('file:C:\\dir\\file') == 'file:///C:/dir/file'
True
>>> not windows or normalize_resource_url('file:C:\\dir/file') == 'file:///C:/dir/file'
True
>>> not windows or normalize_resource_url('file://C:/dir/file') == 'file:///C:/dir/file'
True
>>> not windows or normalize_resource_url('file:////C:/dir/file') == 'file:///C:/dir/file'
True
>>> not windows or normalize_resource_url('nltk:C:/dir/file') == 'file:///C:/dir/file'
True
>>> not windows or normalize_resource_url('nltk:C:\\dir\\file') == 'file:///C:/dir/file'
True
>>> windows or normalize_resource_url('file:/dir/file/toy.cfg') == 'file:///dir/file/toy.cfg'
True
>>> normalize_resource_url('nltk:home/nltk')
'nltk:home/nltk'
>>> windows or normalize_resource_url('nltk:/home/nltk') == 'file:///home/nltk'
True
>>> normalize_resource_url('https://example.com/dir/file')
'https://example.com/dir/file'
>>> normalize_resource_url('dir/file')
'nltk:dir/file'
""""""
try:
protocol, name = split_resource_url(resource_url)
except ValueError:
protocol = ""nltk""
name = resource_url
if protocol == ""nltk"" and os.path.isabs(name):
protocol = ""file://""
name = normalize_resource_name(name, False, None)
elif protocol == ""file"":
protocol = ""file://""
name = normalize_resource_name(name, False, None)
elif protocol == ""nltk"":
protocol = ""nltk:""
name = normalize_resource_name(name, True)
else:
protocol += ""://""
return """".join([protocol, name])
",[],0,[],/data.py_normalize_resource_url
36,/home/amandapotts/git/nltk/nltk/data.py_normalize_resource_name,"def normalize_resource_name(resource_name, allow_relative=True, relative_path=None):
""""""
:type resource_name: str or unicode
:param resource_name: The name of the resource to search for.
Resource names are posix-style relative path names, such as
``corpora/brown``.  Directory names will automatically
be converted to a platform-appropriate path separator.
Directory trailing slashes are preserved
>>> windows = sys.platform.startswith('win')
>>> normalize_resource_name('.', True)
'./'
>>> normalize_resource_name('./', True)
'./'
>>> windows or normalize_resource_name('dir/file', False, '/') == '/dir/file'
True
>>> not windows or normalize_resource_name('C:/file', False, '/') == '/C:/file'
True
>>> windows or normalize_resource_name('/dir/file', False, '/') == '/dir/file'
True
>>> windows or normalize_resource_name('../dir/file', False, '/') == '/dir/file'
True
>>> not windows or normalize_resource_name('/dir/file', True, '/') == 'dir/file'
True
>>> windows or normalize_resource_name('/dir/file', True, '/') == '/dir/file'
True
""""""
is_dir = bool(re.search(r""[\\/.]$"", resource_name)) or resource_name.endswith(
os.path.sep
)
if sys.platform.startswith(""win""):
resource_name = resource_name.lstrip(""/"")
else:
resource_name = re.sub(r""^/+"", ""/"", resource_name)
if allow_relative:
resource_name = os.path.normpath(resource_name)
else:
if relative_path is None:
relative_path = os.curdir
resource_name = os.path.abspath(os.path.join(relative_path, resource_name))
resource_name = resource_name.replace(""\\"", ""/"").replace(os.path.sep, ""/"")
if sys.platform.startswith(""win"") and os.path.isabs(resource_name):
resource_name = ""/"" + resource_name
if is_dir and not resource_name.endswith(""/""):
resource_name += ""/""
return resource_name
",[],0,[],/data.py_normalize_resource_name
37,/home/amandapotts/git/nltk/nltk/data.py_open,"def open(self, encoding=None):
""""""
Return a seekable read-only stream that can be used to read
the contents of the file identified by this path pointer.
:raise IOError: If the path specified by this pointer does
not contain a readable file.
""""""
",[],0,[],/data.py_open
38,/home/amandapotts/git/nltk/nltk/data.py_file_size,"def file_size(self):
""""""
Return the size of the file pointed to by this path pointer,
in bytes.
:raise IOError: If the path specified by this pointer does
not contain a readable file.
""""""
",[],0,[],/data.py_file_size
39,/home/amandapotts/git/nltk/nltk/data.py_join,"def join(self, fileid):
""""""
Return a new path pointer formed by starting at the path
identified by this pointer, and then following the relative
path given by ``fileid``.  The path components of ``fileid``
should be separated by forward slashes, regardless of
the underlying file system's path separator character.
""""""
",[],0,[],/data.py_join
40,/home/amandapotts/git/nltk/nltk/data.py___init__,"def __init__(self, _path):
""""""
Create a new path pointer for the given absolute path.
:raise IOError: If the given path does not exist.
""""""
_path = os.path.abspath(_path)
if not os.path.exists(_path):
raise OSError(""No such file or directory: %r"" % _path)
self._path = _path
",[],0,[],/data.py___init__
41,/home/amandapotts/git/nltk/nltk/data.py_path,"def path(self):
""""""The absolute path identified by this path pointer.""""""
return self._path
",[],0,[],/data.py_path
42,/home/amandapotts/git/nltk/nltk/data.py_open,"def open(self, encoding=None):
stream = open(self._path, ""rb"")
if encoding is not None:
stream = SeekableUnicodeStreamReader(stream, encoding)
return stream
",[],0,[],/data.py_open
43,/home/amandapotts/git/nltk/nltk/data.py_file_size,"def file_size(self):
return os.stat(self._path).st_size
",[],0,[],/data.py_file_size
44,/home/amandapotts/git/nltk/nltk/data.py_join,"def join(self, fileid):
_path = os.path.join(self._path, fileid)
return FileSystemPathPointer(_path)
",[],0,[],/data.py_join
45,/home/amandapotts/git/nltk/nltk/data.py___repr__,"def __repr__(self):
return ""FileSystemPathPointer(%r)"" % self._path
",[],0,[],/data.py___repr__
46,/home/amandapotts/git/nltk/nltk/data.py___str__,"def __str__(self):
return self._path
",[],0,[],/data.py___str__
47,/home/amandapotts/git/nltk/nltk/data.py___init__,"def __init__(
self, filename=None, mode=None, compresslevel=9, fileobj=None, **kwargs
",[],0,[],/data.py___init__
48,/home/amandapotts/git/nltk/nltk/data.py_write,"def write(self, data):
super().write(data)
",[],0,[],/data.py_write
49,/home/amandapotts/git/nltk/nltk/data.py_open,"def open(self, encoding=None):
stream = GzipFile(self._path, ""rb"")
if encoding:
stream = SeekableUnicodeStreamReader(stream, encoding)
return stream
",[],0,[],/data.py_open
50,/home/amandapotts/git/nltk/nltk/data.py___init__,"def __init__(self, zipfile, entry=""""):
""""""
Create a new path pointer pointing at the specified entry
in the given zipfile.
:raise IOError: If the given zipfile does not exist, or if it
does not contain the specified entry.
""""""
if isinstance(zipfile, str):
zipfile = OpenOnDemandZipFile(os.path.abspath(zipfile))
if entry:
entry = normalize_resource_name(entry, True, ""/"").lstrip(""/"")
try:
zipfile.getinfo(entry)
except Exception as e:
if entry.endswith(""/"") and [
n for n in zipfile.namelist() if n.startswith(entry)
]:
pass  # zipfile contains a file in that directory.
else:
raise OSError(
f""Zipfile {zipfile.filename!r} does not contain {entry!r}""
) from e
self._zipfile = zipfile
self._entry = entry
",[],0,[],/data.py___init__
51,/home/amandapotts/git/nltk/nltk/data.py_zipfile,"def zipfile(self):
""""""
The zipfile.ZipFile object used to access the zip file
containing the entry identified by this path pointer.
""""""
return self._zipfile
",[],0,[],/data.py_zipfile
52,/home/amandapotts/git/nltk/nltk/data.py_entry,"def entry(self):
""""""
The name of the file within zipfile that this path
pointer points to.
""""""
return self._entry
",[],0,[],/data.py_entry
53,/home/amandapotts/git/nltk/nltk/data.py_open,"def open(self, encoding=None):
data = self._zipfile.read(self._entry)
stream = BytesIO(data)
if self._entry.endswith("".gz""):
stream = GzipFile(self._entry, fileobj=stream)
elif encoding is not None:
stream = SeekableUnicodeStreamReader(stream, encoding)
return stream
",[],0,[],/data.py_open
54,/home/amandapotts/git/nltk/nltk/data.py_file_size,"def file_size(self):
return self._zipfile.getinfo(self._entry).file_size
",[],0,[],/data.py_file_size
55,/home/amandapotts/git/nltk/nltk/data.py_join,"def join(self, fileid):
entry = f""{self._entry}/{fileid}""
return ZipFilePathPointer(self._zipfile, entry)
",[],0,[],/data.py_join
56,/home/amandapotts/git/nltk/nltk/data.py___repr__,"def __repr__(self):
return f""ZipFilePathPointer({self._zipfile.filename!r}, {self._entry!r})""
",[],0,[],/data.py___repr__
57,/home/amandapotts/git/nltk/nltk/data.py___str__,"def __str__(self):
return os.path.normpath(os.path.join(self._zipfile.filename, self._entry))
",[],0,[],/data.py___str__
58,/home/amandapotts/git/nltk/nltk/data.py_find,"def find(resource_name, paths=None):
""""""
Find the given resource by searching through the directories and
zip files in paths, where a None or empty string specifies an absolute path.
Returns a corresponding path name.  If the given resource is not
found, raise a ``LookupError``, whose message gives a pointer to
the installation instructions for the NLTK downloader.
Zip File Handling:
- If ``resource_name`` contains a component with a ``.zip``
extension, then it is assumed to be a zipfile
remaining path components are used to look inside the zipfile.
- If any element of ``nltk.data.path`` has a ``.zip`` extension,
then it is assumed to be a zipfile.
- If a given resource name that does not contain any zipfile
component is not found initially, then ``find()`` will make a
second attempt to find that resource, by replacing each
component *p* in the path with *p.zip/p*.  For example, this
allows ``find()`` to map the resource name
``corpora/chat80/cities.pl`` to a zip file path pointer to
``corpora/chat80.zip/chat80/cities.pl``.
- When using ``find()`` to locate a directory contained in a
zipfile, the resource name must end with the forward slash
character.  Otherwise, ``find()`` will not locate the
directory.
:type resource_name: str or unicode
:param resource_name: The name of the resource to search for.
Resource names are posix-style relative path names, such as
``corpora/brown``.  Directory names will be
automatically converted to a platform-appropriate path separator.
:rtype: str
""""""
resource_name = normalize_resource_name(resource_name, True)
if paths is None:
paths = path
m = re.match(r""(.*\.zip)/?(.*)$|"", resource_name)
zipfile, zipentry = m.groups()
for path_ in paths:
if path_ and (os.path.isfile(path_) and path_.endswith("".zip"")):
try:
return ZipFilePathPointer(path_, resource_name)
except OSError:
continue
elif not path_ or os.path.isdir(path_):
if zipfile is None:
p = os.path.join(path_, url2pathname(resource_name))
if os.path.exists(p):
if p.endswith("".gz""):
return GzipFileSystemPathPointer(p)
else:
return FileSystemPathPointer(p)
else:
p = os.path.join(path_, url2pathname(zipfile))
if os.path.exists(p):
try:
return ZipFilePathPointer(p, zipentry)
except OSError:
continue
if zipfile is None:
pieces = resource_name.split(""/"")
for i in range(len(pieces)):
modified_name = ""/"".join(pieces[:i] + [pieces[i] + "".zip""] + pieces[i:])
try:
return find(modified_name, paths)
except LookupError:
pass
resource_zipname = resource_name.split(""/"")[1]
if resource_zipname.endswith("".zip""):
resource_zipname = resource_zipname.rpartition(""."")[0]
msg = str(
""Resource \33[93m{resource}\033[0m not found.\n""
""Please use the NLTK Downloader to obtain the resource:\n\n""
""\33[31m""  # To display red text in terminal.
"">>> import nltk\n""
"">>> nltk.download('{resource}')\n""
""\033[0m""
).format(resource=resource_zipname)
msg = textwrap_indent(msg)
msg += ""\n  For more information see: https://www.nltk.org/data.html\n""
msg += ""\n  Attempted to load \33[93m{resource_name}\033[0m\n"".format(
resource_name=resource_name
)
msg += ""\n  Searched in:"" + """".join(""\n    - %r"" % d for d in paths)
sep = ""*"" * 70
resource_not_found = f""\n{sep}\n{msg}\n{sep}\n""
raise LookupError(resource_not_found)
",[],0,[],/data.py_find
59,/home/amandapotts/git/nltk/nltk/data.py_retrieve,"def retrieve(resource_url, filename=None, verbose=True):
""""""
Copy the given resource to a local file.  If no filename is
specified, then use the URL's filename.  If there is already a
file named ``filename``, then raise a ``ValueError``.
:type resource_url: str
:param resource_url: A URL specifying where the resource should be
loaded from.  The default protocol is ""nltk:"", which searches
for the file in the the NLTK data package.
""""""
resource_url = normalize_resource_url(resource_url)
if filename is None:
if resource_url.startswith(""file:""):
filename = os.path.split(resource_url)[-1]
else:
filename = re.sub(r""(^\w+:)?.*/"", """", resource_url)
if os.path.exists(filename):
filename = os.path.abspath(filename)
raise ValueError(""File %r already exists!"" % filename)
if verbose:
print(f""Retrieving {resource_url!r}, saving to {filename!r}"")
infile = _open(resource_url)
with open(filename, ""wb"") as outfile:
while True:
s = infile.read(1024 * 64)  # 64k blocks.
outfile.write(s)
if not s:
break
infile.close()
",[],0,[],/data.py_retrieve
60,/home/amandapotts/git/nltk/nltk/data.py_load,"def load(
resource_url,
format=""auto"",
cache=True,
verbose=False,
logic_parser=None,
fstruct_reader=None,
encoding=None,
",[],0,[],/data.py_load
61,/home/amandapotts/git/nltk/nltk/data.py_show_cfg,"def show_cfg(resource_url, escape=""##""):
""""""
Write out a grammar file, ignoring escaped and empty lines.
:type resource_url: str
:param resource_url: A URL specifying where the resource should be
loaded from.  The default protocol is ""nltk:"", which searches
for the file in the the NLTK data package.
:type escape: str
:param escape: Prepended string that signals lines to be ignored
""""""
resource_url = normalize_resource_url(resource_url)
resource_val = load(resource_url, format=""text"", cache=False)
lines = resource_val.splitlines()
for l in lines:
if l.startswith(escape):
continue
if re.match(""^$"", l):
continue
print(l)
",[],0,[],/data.py_show_cfg
62,/home/amandapotts/git/nltk/nltk/data.py_clear_cache,"def clear_cache():
""""""
Remove all objects from the resource cache.
:see: load()
""""""
_resource_cache.clear()
",[],0,[],/data.py_clear_cache
63,/home/amandapotts/git/nltk/nltk/data.py__open,"def _open(resource_url):
""""""
Helper function that returns an open file object for a resource,
given its resource URL.  If the given resource URL uses the ""nltk:""
protocol, or uses no protocol, then use ``nltk.data.find`` to find
its path, and open it with the given mode
uses the 'file' protocol, then open the file with the given mode
otherwise, delegate to ``urllib2.urlopen``.
:type resource_url: str
:param resource_url: A URL specifying where the resource should be
loaded from.  The default protocol is ""nltk:"", which searches
for the file in the the NLTK data package.
""""""
resource_url = normalize_resource_url(resource_url)
protocol, path_ = split_resource_url(resource_url)
if protocol is None or protocol.lower() == ""nltk"":
return find(path_, path + [""""]).open()
elif protocol.lower() == ""file"":
return find(path_, [""""]).open()
else:
return urlopen(resource_url)
",[],0,[],/data.py__open
64,/home/amandapotts/git/nltk/nltk/data.py___init__,"def __init__(self, _path):
self._path = _path
",[],0,[],/data.py___init__
65,/home/amandapotts/git/nltk/nltk/data.py___load,"def __load(self):
resource = load(self._path)
self.__dict__ = resource.__dict__
self.__class__ = resource.__class__
",[],0,[],/data.py___load
